iter	RMSE
225	1.163479175
226	1.162925933
227	1.160652682
228	1.159379214
229	1.158506672
230	1.156411291
231	1.155041486
232	1.154094556
233	1.153261919
234	1.151731609
235	1.150523697
236	1.149189537
237	1.148826703
238	1.147388682
239	1.146207106
240	1.14438574
241	1.143038107
242	1.142285501
243	1.14127104
244	1.140658239
245	1.138491231
246	1.137313145
247	1.136229602
248	1.135783479
249	1.134062135
250	1.132582382
251	1.131839683
252	1.129967358
253	1.128179796
254	1.126686636
255	1.126170393
256	1.125463073
257	1.125140146
258	1.124938551
259	1.124637388
260	1.122853732
261	1.121851867
262	1.121388383
263	1.11990355
264	1.118159098
265	1.116989229
266	1.116733966
267	1.114967107
268	1.112955295
269	1.111773992
270	1.110207475
271	1.10874329
272	1.107364001
273	1.106687547
274	1.105909912
275	1.104089602
276	1.101707235
277	1.101406491
278	1.100492864
279	1.099545454
280	1.098993734
281	1.097593054
282	1.097158676
283	1.096555202
284	1.09577403
285	1.094019833
286	1.093019303
287	1.092636564
288	1.091168724
289	1.089371608
290	1.087753234
291	1.087153163
292	1.084767632
293	1.083128142
294	1.082647765
295	1.082132972
296	1.080347129
297	1.079248638
298	1.077720474
299	1.076304329
300	1.075014979
301	1.073511208
302	1.073370899
303	1.072143236
304	1.071783173
305	1.07125375
306	1.070891553
307	1.070781314
308	1.069378252
309	1.067531307
310	1.065594515
311	1.065483471
312	1.064510907
313	1.064096654
314	1.063353863
315	1.061886349
316	1.061426839
317	1.059725554
318	1.05933731
319	1.058970033
320	1.057091431
321	1.056337391
322	1.055374493
323	1.053829647
324	1.052066861
325	1.050845908
326	1.049281062
327	1.047397047
328	1.046496497
329	1.045193051
330	1.044822135
331	1.044468165
332	1.043590469
333	1.042608071
334	1.041967062
335	1.041225109
336	1.03955627
337	1.039110977
338	1.037649729
339	1.036272984
340	1.034844337
341	1.032762126
342	1.032497805
343	1.031908596
344	1.030684473
345	1.029518733
346	1.029346195
347	1.027799923
348	1.026390795
349	1.025558628
350	1.024632843
351	1.023823128
352	1.022557897
353	1.021262315
354	1.020542047
355	1.019382391
356	1.017852319
357	1.01675359
358	1.016204548
359	1.015689621
360	1.014857313
361	1.013102295
362	1.012192992
363	1.012075493
364	1.011313694
365	1.010800797
366	1.009581476
367	1.00896852
368	1.008069818
369	1.007206075
370	1.006833272
371	1.005923972
372	1.004417413
373	1.003476959
374	1.002671875
375	1.002380405
376	1.001641359
377	1.001519287
378	1.00100907
379	1.000126072
380	0.9991596692
381	0.9979037843
382	0.9970001573
383	0.9964486354
384	0.9955712293
385	0.9951094091
386	0.9945457513
387	0.9941552543
388	0.993645056
389	0.9932351401
390	0.9924747314
391	0.9915728079
392	0.9911252105
393	0.9901372705
394	0.9889713548
395	0.9876385771
396	0.9872287181
397	0.9856407809
398	0.9851793033
399	0.9837572624
400	0.9836697098
401	0.9828058497
402	0.9816129085
403	0.9798370019
404	0.9792613029
405	0.9780400637
406	0.9776038579
407	0.9760675358
408	0.9755167928
409	0.9739800456
410	0.9737759117
411	0.9724114934
412	0.9713250089
413	0.970589256
414	0.9701323771
415	0.9693992663
416	0.9688937607
417	0.968461934
418	0.9679671312
419	0.9662996907
420	0.9657610213
421	0.9653025785
422	0.9637861377
423	0.9635731404
424	0.9629288471
425	0.9620092777
426	0.9613903122
427	0.9600647763
428	0.9590622389
429	0.9578818907
430	0.9570032319
431	0.9565004796
432	0.9559195279
433	0.9555035058
434	0.9550856106
435	0.953930634
436	0.9525142187
437	0.9510577012
438	0.9499572828
439	0.9485281377
440	0.9476770903
441	0.9462905318
442	0.9456584486
443	0.9444144779
444	0.9437106706
445	0.9433959731
446	0.9430269946
447	0.9422786573
448	0.9419779383
449	0.941407638
450	0.9411187669
451	0.9402008236
452	0.9397217872
453	0.9388135703
454	0.9372576888
455	0.9363478143
456	0.9360276235
457	0.935291639
458	0.9341857599
459	0.9333241266
460	0.9324060694
461	0.9311233463
462	0.9305723377
463	0.9301114413
464	0.9290132556
465	0.9285886354
466	0.9281811571
467	0.9272979645
468	0.9258979148
469	0.9250409133
470	0.9249199216
471	0.9245866592
472	0.9235201087
473	0.9225698616
474	0.9219935399
475	0.9207164117
476	0.9202437104
477	0.9196852436
478	0.9189668596
479	0.9186446489
480	0.9185789447
481	0.9178881363
482	0.9174233218
483	0.9160248416
484	0.9148239626
485	0.9144389305
486	0.9139846819
487	0.9133176549
488	0.912977781
489	0.9117885486
490	0.9107028704
491	0.9104094884
492	0.9093227671
493	0.9080527225
494	0.9073692849
495	0.9065296694
496	0.9058411043
497	0.9052765308
498	0.904598559
499	0.9039054148
500	0.9035574702
501	0.9023425372
502	0.9022841994
503	0.9019096374
504	0.9013739851
505	0.9012094063
506	0.9007367374
507	0.9004419399
508	0.9001882238
509	0.899114778
510	0.8986561333
511	0.8982500859
512	0.8974880522
513	0.8968995612
514	0.8961985202
515	0.8958798918
516	0.8953104688
517	0.8941738718
518	0.8934871702
519	0.8929537696
520	0.8925799101
521	0.8923476634
522	0.8913820545
523	0.8903045469
524	0.8891652473
525	0.888490506
526	0.8882087614
527	0.8878553405
528	0.8870710332
529	0.8864938764
530	0.885236247
531	0.8851965033
532	0.884772333
533	0.8843218067
534	0.8834217682
535	0.8820245151
536	0.8818415725
537	0.8805497093
538	0.8803703932
539	0.8797579499
540	0.8786313282
541	0.8784107936
542	0.877694312
543	0.8769996946
544	0.8766097212
545	0.8763862129
546	0.8762090701
547	0.8761023103
548	0.8754694083
549	0.875134359
550	0.8741619781
551	0.8730937879
552	0.8727690948
553	0.8721999348
554	0.8717892172
555	0.8710812507
556	0.8702174875
557	0.8695090955
558	0.8691001052
559	0.8681972594
560	0.8673367041
561	0.8667666689
562	0.8665168505
563	0.8661890812
564	0.8660507393
565	0.86530296
566	0.865052997
567	0.8643223056
568	0.8630930243
569	0.8629326912
570	0.8618014076
571	0.8614147016
572	0.8604723247
573	0.8595630687
574	0.859325558
575	0.8583084662
576	0.8577473022
577	0.857164618
578	0.8559136337
579	0.8555184884
580	0.8544300731
581	0.8539686841
582	0.8538171099
583	0.8534196635
584	0.8525201994
585	0.8515212817
586	0.8511736393
587	0.850264042
588	0.8497751799
589	0.8491557453
590	0.8485231939
591	0.8475925218
592	0.8461273226
593	0.8457190663
594	0.8450424859
595	0.8450065395
596	0.844099691
597	0.8434957139
598	0.8430405074
599	0.8424461747
600	0.8416900171
601	0.8407222084
602	0.8392781179
603	0.8388864743
604	0.8386998326
605	0.8385043963
606	0.837430819
607	0.8366650477
608	0.8361199418
609	0.8353253958
610	0.8341000429
611	0.8335628369
612	0.8327057394
613	0.831853048
614	0.8306768645
615	0.8298525661
616	0.8295884338
617	0.8293093695
618	0.8289909959
619	0.828356616
620	0.8280815939
621	0.8275188512
622	0.8264265707
623	0.8260431503
624	0.8256850803
625	0.8248507077
626	0.8244970724
627	0.8240412016
628	0.8234061646
629	0.822667483
630	0.8221278807
631	0.8213853181
632	0.8209356359
633	0.8207932514
634	0.8204175316
635	0.8193868198
636	0.8188544714
637	0.8186670242
638	0.817722967
639	0.816475795
640	0.8153531767
641	0.8151442441
642	0.8144768792
643	0.8142708477
644	0.8134369705
645	0.8132991396
646	0.8129951601
647	0.8123543304
648	0.8121157713
649	0.8119564285
650	0.8116300395
651	0.8113379955
652	0.8111660993
653	0.8100821819
654	0.8096793829
655	0.8089356062
656	0.8087277787
657	0.8085099543
658	0.8077118008
659	0.8074415847
660	0.8067938567
661	0.8062801982
662	0.8054580079
663	0.8049077032
664	0.8036781233
665	0.8034749622
666	0.8026838088
667	0.8023915062
668	0.8011825713
669	0.8003944663
670	0.7994809969
671	0.7983388951
672	0.7981772277
673	0.7975966947
674	0.7966945253
675	0.7955224892
676	0.7946262339
677	0.7940923486
678	0.794029244
679	0.7937079758
680	0.7929399152
681	0.7920596761
682	0.7910520617
683	0.7903248692
684	0.7896497416
685	0.7889375324
686	0.7883793884
687	0.787439301
688	0.7870487109
689	0.7865418955
690	0.7863301139
691	0.78612841
692	0.7859620032
693	0.7856535241
694	0.7852284191
695	0.7847490601
696	0.7843832081
697	0.7838692385
698	0.7834921588
699	0.7823807462
700	0.7817892609
701	0.7814333417
702	0.7805893239
703	0.7803847043
704	0.780349645
705	0.7796224262
706	0.7794748003
707	0.7789405619
708	0.7787773624
709	0.7784814392
710	0.7784238289
711	0.7782266388
712	0.7774268908
713	0.7771920856
714	0.776896405
715	0.7760537246
716	0.7754481216
717	0.7750053305
718	0.7742352587
719	0.7732199203
720	0.7727856077
721	0.7719301851
722	0.7708940064
723	0.7704836501
724	0.770288526
725	0.7696883391
726	0.7693344846
727	0.7686837139
728	0.7683343621
729	0.7674848785
730	0.7663932685
731	0.7659129145
732	0.7649803599
733	0.7641390315
734	0.7631815163
735	0.763037649
736	0.7623360746
737	0.7621358409
738	0.7613146941
739	0.7610818585
740	0.7608754378
741	0.7607670875
742	0.7599616631
743	0.7592393841
744	0.7586168452
745	0.7582538152
746	0.7574810639
747	0.7570612781
748	0.7566235631
749	0.7562190808
750	0.7556053694
751	0.7549847953
752	0.7542808706
753	0.7533808002
754	0.7524821796
755	0.7516623043
756	0.7509340746
757	0.750769151
758	0.750207111
759	0.7495979403
760	0.7489228384
761	0.7487556351
762	0.7486212014
763	0.7481176664
764	0.7478372344
765	0.7474777361
766	0.7472509229
767	0.7462673592
768	0.7459946055
769	0.7453364689
770	0.7447628649
771	0.7447046781
772	0.7441448588
773	0.7436720546
774	0.7431231625
775	0.742810279
776	0.7421981695
777	0.7411524917
778	0.7403522484
779	0.7399481928
780	0.7391473527
781	0.7388714449
782	0.7377562002
783	0.7370171549
784	0.7356796578
785	0.7346495078
786	0.7341955583
787	0.7340350475
788	0.7330654748
789	0.732266092
790	0.7321645114
791	0.7318275032
792	0.7309265057
793	0.7300220661
794	0.7294650826
795	0.728647754
796	0.7278093913
797	0.7275504961
798	0.7272536269
799	0.7268883328
800	0.7261796171
801	0.726002061
802	0.7250263011
803	0.7240589703
804	0.7237158411
805	0.7231161695
806	0.7226381132
807	0.7222339492
808	0.7212779724
809	0.7202530837
810	0.7196549729
811	0.7187812038
812	0.7184275593
813	0.7180270847
814	0.7178560435
815	0.7172318765
816	0.7159063677
817	0.7152121779
818	0.7147386859
819	0.7146113777
820	0.7138640708
821	0.7131262442
822	0.7123735916
823	0.7115972737
824	0.7109005221
825	0.7102273856
826	0.7094225845
827	0.7091392033
828	0.7085829828
829	0.7077222564
830	0.7067990428
831	0.706757845
832	0.7059589281
833	0.7053437736
834	0.704254313
835	0.703656384
836	0.7034950725
837	0.7030530783
838	0.7028809322
839	0.7023927798
840	0.7017269703
841	0.7012477972
842	0.7004262871
843	0.7001771704
844	0.6996091246
845	0.6986143822
846	0.6981869863
847	0.6975272034
848	0.6966902384
849	0.6964160547
850	0.6959556342
851	0.6953327433
852	0.6947906295
853	0.6939743617
854	0.693671057
855	0.6935289153
856	0.6933466653
857	0.6931115804
858	0.6927882394
859	0.6925746068
860	0.6916458732
861	0.6914533129
862	0.6907868952
863	0.6904408912
864	0.689616341
865	0.6887810128
866	0.6885030097
867	0.6880734424
868	0.687632871
869	0.6867341154
870	0.6860499459
871	0.6855311526
872	0.6852957042
873	0.6844767622
874	0.6838144849
875	0.6830772391
876	0.68293759
877	0.6821398827
878	0.6817736588
879	0.681632078
880	0.6811580318
881	0.6804953749
882	0.6797096444
883	0.6792239657
884	0.6791497432
885	0.6784989514
886	0.677862748
887	0.6773019913
888	0.6767364641
889	0.6760290049
890	0.675549776
891	0.6747661731
892	0.674338818
893	0.6740985356
894	0.6735537601
895	0.6727249231
896	0.6718307997
897	0.6712714472
898	0.6704725857
899	0.6699932087
900	0.6694858478
901	0.6693555204
902	0.6686329382
903	0.6680310061
904	0.667064056
905	0.6660957233
906	0.6654826147
907	0.6649446596
908	0.6641375966
909	0.6641277441
910	0.6635399046
911	0.6630095005
912	0.6620891894
913	0.6619502086
914	0.661246651
915	0.6611900297
916	0.6606379827
917	0.6599220529
918	0.6590073045
919	0.6588597528
920	0.6581164205
921	0.6578687695
922	0.6570166971
923	0.6563061804
924	0.6560741505
925	0.655338067
926	0.6547076716
927	0.6540157464
928	0.653538518
929	0.653352905
930	0.6529990163
931	0.6522181067
932	0.6521390126
933	0.6511757818
934	0.6506213275
935	0.6497507011
936	0.6495091459
937	0.6490981945
938	0.648660358
939	0.6476250133
940	0.6470675095
941	0.6463658644
942	0.6456273418
943	0.644839633
944	0.6443530623
945	0.6436539391
946	0.6434636096
947	0.6428967575
948	0.642346079
949	0.6418699309
950	0.6411176941
951	0.6404915844
952	0.6398652235
953	0.639313672
954	0.6389727529
955	0.6384359707
956	0.6379585982
957	0.6372829558
958	0.6367561566
959	0.6361955552
960	0.6355262147
961	0.6351879703
962	0.634265676
963	0.6333488137
964	0.6331070482
965	0.6327502006
966	0.6318832507
967	0.6314522218
968	0.6314265953
969	0.630973361
970	0.6305736432
971	0.6300647856
972	0.6293400822
973	0.6287608042
974	0.6284398129
975	0.628239348
976	0.6274952938
977	0.627261721
978	0.6266399238
979	0.6258146477
980	0.6250185725
981	0.6242705667
982	0.6235524887
983	0.6231004424
984	0.6223679539
985	0.6217353808
986	0.621147584
987	0.6208519948
988	0.619888682
989	0.619754949
990	0.6190342877
991	0.6181489807
992	0.6173436647
993	0.61715191
994	0.6162401539
995	0.6157713954
996	0.6153830355
997	0.6148956858
998	0.6143820096
999	0.6137654566
